EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, BAT, CNT, VALID, DT, TRIG
196658.400,184346.100,231697.400,216786.900,167560.700,158321.200,149267.300,154311.900,-0.147,0.947,-0.217,-2.869,2.716,-0.854,73.333,65.000,1.000,1.924,0.000
196541.700,184223.400,231426.800,216568.100,167442.800,158218.700,149164.500,154207.000,-0.151,0.949,-0.217,-2.625,2.960,-0.793,73.333,66.000,1.000,2.588,0.000
196435.000,184109.400,231177.500,216374.800,167346.200,158135.100,149073.700,154117.300,-0.154,0.949,-0.214,-2.533,3.174,-0.732,73.333,67.000,1.000,3.637,0.000
196315.500,184013.000,230938.800,216178.800,167264.900,158074.700,149006.800,154039.700,-0.156,0.951,-0.216,-2.411,3.296,-0.732,73.333,68.000,1.000,11.834,0.000
196182.000,183915.800,230696.600,215974.600,167165.000,157996.400,148929.500,153951.000,-0.165,0.953,-0.214,-2.106,3.510,-0.641,73.333,69.000,1.000,0.010,0.000
196082.600,183829.300,230476.100,215791.400,167071.300,157925.300,148855.700,153874.300,-0.167,0.958,-0.217,-1.892,3.571,-0.610,73.333,70.000,1.000,1.980,0.000
196009.100,183737.300,230268.000,215632.800,166983.700,157847.700,148773.800,153793.100,-0.173,0.966,-0.217,-1.831,3.601,-0.580,73.333,71.000,1.000,2.379,0.000
195932.400,183648.700,230067.600,215479.400,166914.600,157777.900,148701.800,153717.100,-0.177,0.971,-0.217,-1.862,3.418,-0.641,73.333,72.000,1.000,9.480,0.000
195852.600,183588.500,229890.400,215333.900,166874.100,157739.300,148667.700,153675.300,-0.178,0.974,-0.216,-1.923,3.174,-0.610,73.333,73.000,1.000,0.013,0.000
195743.200,183508.900,229690.700,215162.200,166794.900,157672.200,148598.300,153598.400,-0.175,0.976,-0.217,-2.014,2.930,-0.732,73.333,74.000,1.000,8.603,0.000
195658.300,183429.700,229497.700,215003.900,166707.400,157591.800,148518.200,153513.500,-0.173,0.973,-0.217,-2.228,2.747,-0.763,73.333,75.000,1.000,0.009,0.000
195616.100,183369.900,229338.800,214885.800,166651.100,157534.800,148460.900,153458.000,-0.172,0.974,-0.219,-2.380,2.594,-0.732,73.333,76.000,1.000,4.413,0.000
195574.500,183314.100,229192.500,214779.500,166618.600,157490.000,148421.700,153419.300,-0.170,0.974,-0.214,-2.472,2.625,-0.549,73.333,77.000,1.000,3.164,0.000
195505.000,183260.700,229042.500,214660.400,166584.700,157441.300,148388.200,153380.500,-0.166,0.974,-0.214,-2.655,2.441,-0.458,73.333,78.000,1.000,0.009,0.000
195417.900,183193.500,228878.400,214514.300,166520.300,157375.200,148338.100,153322.800,-0.163,0.974,-0.216,-2.838,2.319,-0.336,73.333,79.000,1.000,3.058,0.000
195355.200,183130.800,228726.200,214394.900,166454.000,157304.200,148285.000,153272.800,-0.161,0.976,-0.216,-2.960,2.319,-0.092,73.333,80.000,1.000,11.258,0.000
195317.100,183068.000,228584.500,214294.500,166400.300,157234.800,148225.700,153219.500,-0.163,0.975,-0.214,-3.326,2.380,0.183,73.333,81.000,1.000,6.914,0.000
195294.900,183022.400,228465.300,214209.900,166373.600,157189.600,148185.500,153181.100,-0.163,0.971,-0.216,-3.510,2.289,0.336,73.333,82.000,1.000,0.010,0.000
195248.700,182985.800,228346.100,214111.500,166346.700,157151.500,148166.100,153161.800,-0.165,0.968,-0.216,-3.754,2.350,0.580,73.333,83.000,1.000,6.120,0.000
195191.500,182948.000,228221.000,214016.600,166307.400,157106.800,148141.500,153133.800,-0.166,0.967,-0.215,-3.815,2.289,0.763,73.333,84.000,1.000,0.011,0.000
195147.200,182901.100,228096.700,213915.100,166258.100,157055.900,148101.100,153094.900,-0.164,0.968,-0.218,-3.998,2.228,0.763,73.333,85.000,1.000,8.837,0.000
195117.200,182862.000,227980.100,213827.900,166215.700,157008.000,148058.800,153065.400,-0.164,0.970,-0.217,-3.967,2.167,0.732,73.333,86.000,1.000,0.012,0.000
195085.900,182824.800,227870.100,213742.500,166192.700,156981.100,148034.100,153041.200,-0.165,0.971,-0.217,-4.028,2.136,0.641,73.333,87.000,1.000,2.509,0.000
195037.500,182794.700,227762.300,213652.100,166173.600,156975.400,148023.100,153020.600,-0.167,0.968,-0.215,-4.089,1.923,0.549,73.333,88.000,1.000,0.004,0.000
194969.700,182759.600,227642.300,213549.200,166132.800,156961.000,148000.600,152985.100,-0.169,0.970,-0.212,-4.181,1.801,0.366,73.333,89.000,1.000,19.375,0.000
194928.000,182732.000,227533.000,213465.800,166087.400,156941.600,147971.800,152951.600,-0.166,0.970,-0.213,-4.303,1.587,0.092,73.333,90.000,1.000,3.109,0.000
194930.300,182722.700,227456.400,213423.800,166077.500,156947.300,147964.400,152943.500,-0.165,0.968,-0.214,-4.395,1.404,-0.153,73.333,91.000,1.000,0.012,0.000
194941.100,182715.200,227389.000,213387.600,166090.300,156970.300,147976.400,152949.200,-0.164,0.965,-0.210,-4.364,1.160,-0.336,73.333,92.000,1.000,2.483,0.000
194893.600,182684.500,227285.200,213299.200,166071.800,156963.000,147955.400,152924.700,-0.164,0.965,-0.212,-4.456,0.977,-0.610,73.333,93.000,1.000,0.008,0.000
194842.500,182657.400,227185.200,213214.300,166041.800,156935.500,147918.200,152890.200,-0.162,0.961,-0.208,-4.395,0.885,-0.824,73.333,94.000,1.000,1.796,0.000
194822.400,182644.400,227102.000,213144.800,166014.900,156914.700,147898.000,152866.500,-0.162,0.957,-0.210,-4.333,0.916,-0.946,73.333,95.000,1.000,15.698,0.000
