EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, TRIG
138202.700,137934.800,186732.200,192136.600,133277.500,141798.000,141463.000,127266.900,0.000
138198.000,137930.500,186714.500,192118.900,133273.800,141792.700,141458.700,127259.400,0.000
138183.600,137916.200,186688.400,192092.900,133262.400,141780.200,141447.600,127249.900,0.000
138169.300,137903.300,186663.500,192067.200,133251.400,141768.900,141434.100,127239.000,0.000
138142.600,137879.100,186627.300,192032.100,133229.300,141746.500,141411.300,127216.800,0.000
138122.700,137859.600,186597.100,192004.300,133210.600,141727.400,141392.000,127199.100,0.000
138115.800,137852.900,186579.700,191987.000,133204.200,141724.200,141391.000,127200.900,0.000
138135.800,137869.400,186585.000,191988.200,133216.700,141734.100,141400.100,127203.200,0.000
138120.700,137851.800,186557.200,191959.100,133199.100,141709.800,141379.600,127186.000,0.000
138108.100,137840.800,186535.200,191935.900,133188.600,141698.000,141366.100,127173.400,0.000
138088.100,137818.300,186502.200,191903.900,133164.900,141672.300,141338.700,127147.700,0.000
138087.000,137814.400,186486.800,191890.400,133159.800,141668.400,141332.900,127142.400,0.000
138079.700,137807.200,186469.700,191873.700,133152.500,141663.000,141326.200,127135.900,0.000
138066.100,137793.400,186448.400,191850.800,133140.000,141649.500,141313.800,127125.500,0.000
138064.400,137791.000,186434.800,191836.600,133135.300,141644.600,141307.600,127121.400,0.000
138061.200,137785.300,186417.800,191821.900,133128.200,141636.500,141301.300,127117.600,0.000
138047.100,137768.000,186392.800,191799.300,133114.600,141617.700,141288.700,127107.800,0.000
138037.100,137758.800,186374.600,191781.300,133107.200,141606.800,141281.500,127099.600,0.000
138031.600,137753.500,186359.900,191765.800,133100.300,141600.700,141275.200,127095.400,0.000
138027.400,137748.100,186345.500,191750.700,133093.600,141596.000,141266.400,127089.300,0.000
138016.800,137739.600,186326.300,191731.500,133085.800,141589.200,141257.000,127081.400,0.000
138012.600,137738.000,186312.300,191717.700,133084.800,141593.700,141256.700,127077.100,0.000
138000.700,137723.400,186288.800,191694.500,133069.200,141574.300,141236.800,127062.300,0.000
138003.800,137724.200,186280.300,191684.200,133067.100,141575.000,141236.000,127059.000,0.000
137990.100,137708.300,186255.000,191658.600,133050.000,141559.700,141218.900,127039.800,0.000
137989.800,137705.900,186243.200,191646.700,133046.300,141555.400,141215.600,127032.600,0.000
137987.400,137702.200,186229.500,191635.300,133040.900,141550.600,141211.800,127030.200,0.000
137984.100,137698.900,186218.700,191623.800,133037.400,141549.000,141211.400,127029.500,0.000
137977.200,137693.100,186204.400,191608.500,133032.900,141545.300,141205.200,127025.300,0.000
137966.900,137681.700,186184.600,191587.400,133023.800,141537.900,141197.700,127016.800,0.000
137968.300,137681.500,186176.800,191580.300,133026.300,141537.400,141201.600,127023.100,0.000
137959.500,137671.900,186160.000,191566.100,133018.200,141526.200,141193.700,127022.000,0.000
137945.600,137659.300,186141.600,191547.000,133005.000,141509.200,141177.700,127011.400,0.000
137947.900,137661.100,186136.200,191541.300,133008.200,141514.400,141180.200,127017.300,0.000
137940.900,137652.200,186119.500,191524.900,133000.800,141509.100,141173.500,127013.200,0.000
137936.200,137646.700,186104.500,191511.500,132993.700,141500.300,141163.300,127003.800,0.000
137935.000,137645.900,186095.000,191504.000,132994.000,141500.200,141163.000,127003.600,0.000
137929.600,137638.200,186079.200,191487.000,132983.900,141488.200,141146.600,126988.400,0.000
137933.200,137642.900,186074.600,191480.300,132985.400,141495.800,141149.800,126986.900,0.000
137928.700,137636.100,186060.500,191466.900,132977.500,141481.300,141140.900,126980.500,0.000
137919.100,137625.900,186042.300,191449.800,132966.900,141470.800,141134.200,126972.500,0.000
137917.900,137622.900,186032.100,191439.300,132961.400,141468.000,141131.500,126970.300,0.000
137924.300,137627.700,186030.800,191436.000,132962.600,141473.100,141133.900,126970.100,0.000
137924.700,137625.100,186022.000,191427.600,132958.400,141468.300,141127.500,126964.500,0.000
137923.300,137623.100,186011.700,191416.600,132953.800,141462.600,141121.300,126956.500,0.000
137913.200,137614.600,185995.200,191400.200,132945.600,141453.200,141111.800,126946.700,0.000
137918.700,137620.100,185993.200,191398.000,132952.200,141461.300,141118.500,126952.400,0.000
137912.800,137613.000,185979.900,191383.800,132947.400,141457.100,141114.100,126951.900,0.000
137912.100,137612.000,185971.300,191374.600,132947.300,141459.500,141114.300,126956.200,0.000
137904.100,137603.800,185955.400,191358.300,132941.100,141451.200,141106.200,126947.200,0.000
137900.700,137601.400,185945.500,191348.100,132940.200,141445.300,141100.800,126942.500,0.000
137897.300,137600.900,185936.200,191338.500,132941.100,141444.200,141098.200,126942.300,0.000
137888.500,137592.600,185920.400,191324.100,132933.400,141438.500,141092.000,126937.700,0.000
137893.700,137595.700,185918.100,191324.500,132937.600,141441.600,141096.200,126944.000,0.000
137889.200,137589.900,185905.300,191316.500,132934.500,141439.500,141094.100,126943.300,0.000
137892.800,137594.000,185900.900,191310.900,132936.200,141437.000,141094.300,126940.500,0.000
137880.000,137580.600,185883.000,191294.200,132923.400,141424.000,141084.300,126934.200,0.000
137887.700,137587.600,185884.600,191293.800,132929.000,141433.300,141086.400,126939.300,0.000
137882.800,137579.300,185872.500,191280.700,132920.700,141422.900,141074.700,126931.600,0.000
137869.000,137567.500,185853.300,191261.000,132909.400,141414.700,141063.800,126919.500,0.000
137873.000,137574.600,185851.300,191259.400,132916.300,141424.300,141070.700,126923.800,0.000
137879.300,137580.500,185850.700,191258.400,132924.400,141427.500,141076.100,126927.000,0.000
137868.500,137569.200,185834.900,191241.500,132912.700,141412.900,141063.300,126914.700,0.000
137866.300,137564.400,185825.400,191232.100,132904.900,141404.400,141054.800,126908.400,0.000
137861.800,137558.600,185812.800,191219.000,132897.700,141398.200,141049.300,126898.800,0.000
137862.600,137560.600,185807.800,191214.300,132899.600,141399.100,141050.600,126902.600,0.000
137860.300,137559.000,185798.700,191206.500,132900.300,141395.700,141049.000,126903.500,0.000
137857.500,137556.800,185788.900,191198.800,132899.600,141393.000,141045.200,126900.600,0.000
137849.400,137550.100,185774.800,191184.400,132893.500,141391.200,141041.100,126894.800,0.000
137851.700,137551.800,185769.700,191179.400,132893.900,141393.600,141043.600,126899.200,0.000
137848.800,137549.300,185759.400,191170.200,132890.800,141391.000,141038.100,126894.300,0.000
137850.200,137552.300,185754.300,191166.600,132894.100,141396.000,141041.600,126899.700,0.000
137845.500,137548.700,185744.300,191156.400,132892.000,141397.400,141044.400,126899.900,0.000
137843.700,137546.700,185737.000,191146.200,132889.900,141401.000,141041.600,126894.800,0.000
137842.600,137542.900,185729.200,191138.300,132886.700,141396.500,141036.200,126892.000,0.000
137844.300,137542.500,185724.100,191132.400,132887.900,141392.700,141035.800,126891.800,0.000
137840.800,137539.000,185713.500,191122.000,132883.400,141387.800,141031.600,126888.100,0.000
137841.300,137539.100,185708.200,191117.600,132883.500,141388.000,141033.300,126887.800,0.000
137838.300,137537.400,185700.900,191110.900,132882.700,141385.300,141031.400,126885.600,0.000
137829.000,137530.000,185687.600,191099.500,132877.500,141377.800,141025.100,126880.600,0.000
137825.900,137527.400,185680.100,191091.800,132875.000,141371.300,141015.500,126873.800,0.000
137828.800,137533.000,185679.700,191089.900,132880.100,141377.800,141018.400,126873.700,0.000
137817.800,137523.900,185664.900,191075.200,132871.400,141370.000,141010.700,126865.900,0.000
137814.000,137522.300,185655.700,191065.800,132868.900,141369.300,141009.300,126864.500,0.000
137815.000,137523.200,185649.800,191059.100,132870.100,141371.500,141011.200,126866.600,0.000
137818.000,137524.000,185644.800,191053.400,132872.100,141375.900,141014.600,126872.400,0.000
137818.300,137521.800,185636.900,191045.100,132867.100,141366.300,141009.000,126867.300,0.000
