EEG 1, EEG 2, EEG 3, EEG 4, EEG 5, EEG 6, EEG 7, EEG 8, ACC X, ACC Y, ACC Z, GYR X, GYR Y, GYR Z, BAT, CNT, VALID, DT, TRIG
132305.700,125952.000,157345.900,446117.100,156798.300,152559.700,137553.900,148780.700,-0.152,0.941,-0.319,-5.829,-5.280,0.366,66.667,36.000,1.000,2.554,0.000
131906.500,125567.300,156876.700,444943.500,156573.200,152261.700,137307.600,148577.100,-0.149,0.938,-0.316,-6.256,-4.883,0.488,66.667,37.000,1.000,3.702,0.000
131550.900,125228.700,156452.900,443781.200,156334.300,151986.300,137078.200,148337.800,-0.144,0.929,-0.313,-6.592,-4.303,0.549,66.667,38.000,1.000,11.922,0.000
131220.800,124910.400,156054.000,442365.000,155784.000,151502.900,136632.000,147799.700,-0.138,0.923,-0.314,-7.019,-3.754,0.732,66.667,39.000,1.000,0.014,0.000
130922.800,124622.300,155687.600,440952.700,155161.600,150959.000,136125.500,147213.300,-0.138,0.917,-0.309,-6.958,-3.113,0.977,66.667,40.000,1.000,1.791,0.000
130614.500,124330.100,155320.800,439841.000,154792.400,150596.100,135789.200,146878.400,-0.139,0.910,-0.309,-7.141,-2.319,0.977,66.667,41.000,1.000,2.527,0.000
130318.400,124048.300,154972.200,439003.900,154676.000,150411.200,135627.800,146770.900,-0.146,0.907,-0.307,-6.927,-1.678,1.038,66.667,42.000,1.000,8.786,0.000
130073.400,123814.100,154678.200,438181.300,154560.600,150253.700,135499.500,146646.800,-0.145,0.903,-0.309,-7.080,-1.068,1.007,66.667,43.000,1.000,2.471,0.000
129867.600,123628.200,154423.500,437109.200,154155.300,149919.500,135190.300,146244.900,-0.147,0.904,-0.304,-6.927,-0.336,1.099,66.667,44.000,1.000,3.017,0.000
129630.900,123410.800,154141.100,435968.600,153622.600,149481.800,134772.900,145739.300,-0.147,0.906,-0.303,-7.141,0.244,0.946,66.667,45.000,1.000,0.007,0.000
129378.700,123172.500,153846.400,435115.900,153333.800,149196.800,134506.500,145486.100,-0.151,0.912,-0.299,-7.141,0.854,1.068,66.667,46.000,1.000,1.927,0.000
129159.600,122963.100,153586.500,434537.300,153312.600,149104.100,134441.200,145475.500,-0.152,0.919,-0.299,-7.233,1.312,1.068,66.667,47.000,1.000,7.590,0.000
128958.600,122773.000,153344.100,433921.200,153248.700,148997.500,134363.000,145399.300,-0.153,0.933,-0.298,-7.446,1.862,1.251,66.667,48.000,1.000,6.878,0.000
128761.700,122582.800,153107.000,433021.700,152864.300,148677.700,134068.500,145019.600,-0.159,0.943,-0.295,-7.599,2.197,1.312,66.667,49.000,1.000,0.020,0.000
128590.200,122415.000,152896.500,432097.100,152400.700,148305.500,133714.600,144589.000,-0.153,0.951,-0.299,-8.331,2.716,1.312,66.667,50.000,1.000,1.819,0.000
128441.100,122267.300,152710.300,431483.200,152212.500,148108.800,133544.100,144445.100,-0.152,0.957,-0.298,-8.545,3.326,1.495,66.667,51.000,1.000,11.253,0.000
128274.100,122104.200,152512.000,431094.800,152246.200,148070.500,133538.400,144491.200,-0.144,0.953,-0.298,-9.125,3.510,1.434,66.667,52.000,1.000,6.876,0.000
128115.300,121956.000,152324.100,430658.300,152239.800,148026.200,133506.300,144459.500,-0.137,0.957,-0.301,-9.430,4.211,1.587,66.667,53.000,1.000,0.085,0.000
127966.500,121811.000,152141.500,429922.300,151895.900,147735.200,133227.600,144110.600,-0.132,0.953,-0.299,-9.644,4.730,1.556,66.667,54.000,1.000,6.639,0.000
127831.800,121677.600,151972.900,429164.200,151488.900,147403.100,132910.000,143719.200,-0.122,0.950,-0.296,-9.888,5.554,1.495,66.667,55.000,1.000,2.600,0.000
127698.700,121546.000,151813.300,428676.600,151318.900,147231.500,132756.000,143589.200,-0.118,0.947,-0.288,-9.766,6.439,1.587,66.667,56.000,1.000,2.461,0.000
127584.300,121431.000,151676.800,428417.600,151380.700,147218.400,132767.800,143673.400,-0.112,0.947,-0.286,-9.827,7.324,1.526,66.667,57.000,1.000,2.521,0.000
127450.500,121305.700,151523.400,428108.200,151418.200,147212.700,132766.700,143680.100,-0.115,0.948,-0.279,-9.644,8.453,1.587,66.667,58.000,1.000,2.522,0.000
127322.500,121188.600,151372.200,427512.000,151140.600,146986.900,132553.800,143388.200,-0.114,0.946,-0.279,-9.888,9.460,1.587,66.667,59.000,1.000,8.732,0.000
127245.200,121123.400,151272.700,426898.000,150799.800,146730.500,132298.100,143062.300,-0.117,0.945,-0.278,-9.979,10.590,1.434,66.667,60.000,1.000,3.075,0.000
